Name,Rating,Reviews,Industry,Employees,Domain,Years_in_Operation,HQ
Amadeus,4.0,478 Reviews,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,37 years old,Bengaluru/Bangalore +13 more
MOURI Tech,3.9,478 Reviews,IT Services & Consulting,1k-5k Employees,19 years old,Hyderabad/Secunderabad +7 more,
Expleo Solutions,3.9,477 Reviews,IT Services & Consulting,1k-5k Employees,42 years old,Chennai +12 more,
Patel Engineering,4.2,476 Reviews,Engineering & Construction,1k-5k Employees,Public,75 years old,Mumbai +52 more
Hitachi Digital Services,3.9,476 Reviews,IT Services & Consulting,1k-5k Employees,1 years old,Santa Clara +13 more,
Genesys International Corporation,3.9,476 Reviews,IT Services & Consulting,1k-5k Employees,Public,29 years old,Mumbai +14 more
TTK Prestige,4.0,476 Reviews,Consumer Electronics & Appliances,1k-5k Employees,Public,69 years old,Bangalore/Bengaluru +69 more
Bunge India,4.0,475 Reviews,Food Processing,1k-5k Employees,Forbes Global 2000,24 years old,Chesterfield +51 more
3M,4.2,475 Reviews,Electronics Manufacturing,1k-5k Employees,Public,37 years old,Saint Paul +42 more
Jai Balaji Group,3.6,474 Reviews,Iron & Steel,1k-5k Employees,Public,25 years old,Kolkata +30 more
HBL Power Systems,3.9,474 Reviews,Electrical Equipment,1k-5k Employees,Public,47 years old,Hyderabad/Secunderabad +43 more
Updater Services,4.0,474 Reviews,Facility Management Services,50k-1 Lakh Employees,39 years old,Chennai +61 more,
Baroda Global Shared Services,3.9,474 Reviews,Banking,10k-50k Employees,Public,7 years old,Mumbai +75 more
Vivanta by Taj,4.2,473 Reviews,Hospitality,1k-5k Employees,14 years old,Gurgaon/Gurugram +38 more,
M3M India,4.2,473 Reviews,Real Estate,501-1k Employees,39 years old,Gurgaon +8 more,
Renovision Automation Services,3.7,473 Reviews,IT Services & Consulting,1k-5k Employees,18 years old,New Delhi +64 more,
Holiday Inn,4.2,473 Reviews,Hospitality,1k-5k Employees,72 years old,Memphis +46 more,
Y-Axis Overseas Careers,3.5,472 Reviews,Other,1k-5k Employees,25 years old,Hyderabad/Secunderabad +16 more,
Jyothy Laboratories,4.2,472 Reviews,FMCG,1k-5k Employees,41 years old,Mumbai +113 more,
Allied Digital Services,3.5,472 Reviews,IT Services & Consulting,1k-5k Employees,Public,29 years old,Mumbai +46 more
RITES,4.1,471 Reviews,Engineering & Construction,1k-5k Employees,Central,50 years old,Gurgaon/Gurugram +60 more
Wipro Digital,3.5,471 Reviews,IT Services & Consulting,1k-5k Employees,9 years old,Brooklyn +24 more,
Visteon,3.9,471 Reviews,Auto Components,1k-5k Employees,24 years old,Detroit +16 more,
ATS Infrastructure,3.8,471 Reviews,Real Estate,1k-5k Employees,26 years old,Noida +12 more,
Yatra,3.7,471 Reviews,Travel & Tourism,501-1k Employees,18 years old,Gurgaon +20 more,
Psp Projects,3.9,471 Reviews,Engineering & Construction,1k-5k Employees,16 years old,Ahmedabad +38 more,
Hilti,3.8,471 Reviews,Industrial Machinery,501-1k Employees,83 years old,Schaan +37 more,
Clarivate,3.9,471 Reviews,Analytics & KPO,1k-5k Employees,Public,8 years old,Philadelphia +11 more
TVS Electronics,3.8,470 Reviews,Consumer Electronics & Appliances,501-1k Employees,Public,38 years old,Chennai +55 more
Quality Austria Central Asia,3.5,470 Reviews,Other,201-500 Employees,14 years old,Delhi/NCR +49 more,
Qatar Airways,4.3,469 Reviews,Aviation,1k-5k Employees,31 years old,Doha +21 more,
Bharat Serums and Vaccines,3.9,469 Reviews,Pharma,1k-5k Employees,53 years old,Mumbai +48 more,
Asb International,4.1,469 Reviews,Industrial Machinery,1k-5k Employees,27 years old,Thane +14 more,
Portea Medical,4.4,469 Reviews,Healthcare,1k-5k Employees,Startup,11 years old,Bangalore +31 more
TCI Express,4.0,469 Reviews,Logistics,1k-5k Employees,Public,28 years old,Gurugram  +69 more
PPG Asian Paints,4.0,468 Reviews,Chemicals,1k-5k Employees,27 years old,Mumbai +52 more,
Inox Wind,3.7,468 Reviews,Power,501-1k Employees,Public,15 years old,Noida +37 more
Mahindra Tractors,4.3,468 Reviews,79 years old,Mumbai +87 more,,,
Centum Learning,3.8,468 Reviews,Education & Training,1k-5k Employees,17 years old,Delhi/NCR +75 more,
Orient Technologies,3.8,467 Reviews,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,32 years old,Chiyoda-ku +41 more
Central Reserve Police Force,4.6,467 Reviews,Government,1 Lakh+ Employees,Central,85 years old,Delhi/NCR +74 more
Vadilal Industries,4.2,467 Reviews,FMCG,501-1k Employees,Public,117 years old,Ahmedabad +75 more
Zydus Healthcare,4.0,467 Reviews,74 years old,Mumbai +70 more,,,
Forbes Marshall,4.1,467 Reviews,Industrial Machinery,1k-5k Employees,99 years old,Pune +23 more,
HRH Next Services,3.2,466 Reviews,BPO,51-200 Employees,17 years old,Hyderabad/Secunderabad +11 more,
Surya Roshni,4.1,466 Reviews,Real Estate,1k-5k Employees,Public,51 years old,Delhi/NCR +56 more
United Colors of Benetton,4.4,466 Reviews,Fashion & Textile,501-1k Employees,32 years old,Gurgaon/Gurugram +63 more,
My Home Industries,4.2,466 Reviews,Building Material,501-1k Employees,27 years old,Hyderabad/Secunderabad +57 more,
Saint Gobain Glass,4.0,465 Reviews,Building Material,5k-10k Employees,Chennai +48 more,,
Livpure,4.0,464 Reviews,Consumer Electronics & Appliances,1k-5k Employees,14 years old,Gurgaon +75 more,
Avalon Technologies,3.9,464 Reviews,Electronics Manufacturing,501-1k Employees,22 years old,Chennai +11 more,
Educomp Solutions,3.5,464 Reviews,EdTech,11-50 Employees,Public,30 years old,Gurgaon/Gurugram +111 more
Okaya Power,3.8,463 Reviews,Electrical Equipment,501-1k Employees,37 years old,Delhi/NCR +83 more,
Rane NSK Steering Systems,4.1,463 Reviews,Auto Components,1k-5k Employees,Bawal +19 more,,
McNally Bharat Engineering,4.3,463 Reviews,Engineering & Construction,51-200 Employees,Public,63 years old,Kolkata +51 more
Revent Group,4.0,463 Reviews,Auto Components,1k-5k Employees,Gurgaon/Gurugram +31 more,,
Veritas,4.1,463 Reviews,Software Product,1k-5k Employees,Public,35 years old,Santa Clara +38 more
Housing.com,3.9,463 Reviews,Internet,1k-5k Employees,Startup,12 years old,Gurgaon +32 more
Keventer,4.0,462 Reviews,FMCG,501-1k Employees,38 years old,Kolkata +52 more,
CARE,4.4,462 Reviews,Non-Profit,1k-5k Employees,74 years old,Noida +103 more,
St. Xavier's High School,3.9,461 Reviews,Education & Training,1k-5k Employees (Global),155 years old,Mumbai +128 more,
Zee Entertainment Enterprises,3.8,461 Reviews,Media & Entertainment,1k-5k Employees,Public,32 years old,Mumbai +28 more
Apex Group,3.3,461 Reviews,Financial Services,1k-5k Employees,Hamilton +17 more,,
Victora Group,3.9,461 Reviews,Automobile,201-500 Employees,33 years old,Faridabad +23 more,
Kissht Finance,4.1,461 Reviews,FinTech,201-500 Employees,Startup,9 years old,Mumbai +58 more
Kellogg,4.3,460 Reviews,FMCG,1k-5k Employees,Forbes Global 2000,118 years old,Battle Creek +74 more
Nephroplus,4.0,460 Reviews,Healthcare,1k-5k Employees,15 years old,Hyderabad +88 more,
Doosan Power Systems,4.1,460 Reviews,Power,501-1k Employees,14 years old,Crawley +27 more,
Lohia Group,3.7,460 Reviews,Industrial Machinery,1k-5k Employees,Public,48 years old,Kanpur +18 more
Bluestream Software Solution,4.7,460 Reviews,IT Services & Consulting,1k-5k Employees,New Delhi +8 more,,
UnitedLex,3.2,459 Reviews,Legal,1k-5k Employees,18 years old,New York +5 more,
Jubilant Generics,4.1,458 Reviews,Pharma,5k-10k Employees,11 years old,Noida +19 more,
JM Financial,3.7,458 Reviews,Financial Services,1k-5k Employees,Public,40 years old,Mumbai +58 more
Metso Outotec,4.3,457 Reviews,Metals & Mining,1k-5k Employees,Alwar +37 more,,
Marlabs,3.4,456 Reviews,IT Services & Consulting,1k-5k Employees,28 years old,Piscataway +11 more,
JK Tech,3.9,456 Reviews,IT Services & Consulting,501-1k Employees,Public,30 years old,Noida +18 more
Family Health Plan,4.0,455 Reviews,Insurance,1k-5k Employees,29 years old,Hyderabad/Secunderabad +28 more,
Emami Agrotech,3.8,455 Reviews,Food Processing,1k-5k Employees,Public,22 years old,Kolkata +51 more
Testbook.com,3.7,455 Reviews,EdTech,501-1k Employees,Startup,10 years old,Mumbai +24 more
Yokogawa,3.7,455 Reviews,Auto Components,1k-5k Employees,109 years old,Tokyo +23 more,
Medtronic,4.0,455 Reviews,Medical Equipment,1k-5k Employees,Forbes Global 2000,45 years old,Mumbai +38 more
Essjay Ericsson,4.2,454 Reviews,Recruitment,1k-5k Employees,53 years old,Delhi +78 more,
Medley Pharmaceuticals,4.1,454 Reviews,Pharma,1k-5k Employees,Public,55 years old,Mumbai +60 more
Genus Power Infrastructures,4.0,453 Reviews,Consumer Electronics & Appliances,1k-5k Employees,Public,32 years old,Jaipur +45 more
Army Public School,4.4,453 Reviews,Education & Training,5k-10k Employees (Global),50 years old,Delhi/NCR +81 more,
HLL Lifecare,3.7,453 Reviews,Healthcare,1k-5k Employees,Central,58 years old,Trivandrum/Thiruvananthapuram +94 more
CTS Consulting & Technical Support,3.8,453 Reviews,Engineering & Construction,201-500 Employees,16 years old,Eysines +30 more,
Syneos Health,4.1,453 Reviews,Clinical Research,1k-5k Employees,40 years old,Morrisville +9 more,
Mahindra Automotives,4.1,453 Reviews,Automobile,10k-50k Employees,76 years old,Hyderabad +92 more,
Akal Information Systems,4.1,453 Reviews,IT Services & Consulting,501-1k Employees,25 years old,Delhi/NCR +35 more,
Sri Chaitanya Techno Schools,4.0,452 Reviews,Education & Training,10k-50k Employees,38 years old,Hyderabad/Secunderabad +80 more,
Dodsal Engineering & Construction,4.4,452 Reviews,Engineering & Construction,501-1k Employees,Conglomerate,41 years old,Dubai +34 more
Voltech,3.7,451 Reviews,Electrical Equipment,1k-5k Employees,36 years old,Chennai +38 more,
Gestamp,3.7,451 Reviews,Auto Components,501-1k Employees,27 years old,Madrid +7 more,
Vestige,4.3,451 Reviews,Fitness & Wellness,10k-50k Employees,20 years old,Delhi/NCR +100 more,
_VOIS,4.2,451 Reviews,Telecom,10k-50k Employees (Global),18 years old,Pune +11 more,
Tiger Analytics,3.5,451 Reviews,Analytics & KPO,1k-5k Employees,Startup,13 years old,Santa Clara +7 more
Mitsubishi Electric,4.2,449 Reviews,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,103 years old,Chiyoda City +41 more
Carborundum Universal,4.0,449 Reviews,Metals & Mining,1k-5k Employees,Public,70 years old,Chennai +32 more
DealShare,3.4,449 Reviews,Internet,1k-5k Employees,Indian Unicorn,6 years old,Jaipur +45 more
RR kabel,4.1,448 Reviews,Electrical Equipment,1k-5k Employees,Public,29 years old,Mumbai +85 more
CDK Global,3.6,448 Reviews,Software Product,1k-5k Employees,52 years old,Hoffman Estates +5 more,
Accel Frontline,3.9,448 Reviews,IT Services & Consulting,51-200 Employees,33 years old,Chennai +58 more,
Nomura Holdings,3.9,448 Reviews,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,Public,15 years old,Mumbai +8 more
Casagrand,4.0,448 Reviews,Real Estate,501-1k Employees,20 years old,Chennai +12 more,
Coal India,4.1,447 Reviews,Metals & Mining,1 Lakh+ Employees,Public,49 years old,Kolkata +48 more
Xerox,3.9,447 Reviews,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,Bangalore / Bengaluru +34 more,
le méridien,4.1,447 Reviews,Hospitality,501-1k Employees,52 years old,Paris +25 more,
Nvidia,4.1,446 Reviews,Hardware & Networking,1k-5k Employees,Forbes Global 2000,31 years old,Santa Clara +8 more
Fidelity International,4.2,446 Reviews,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,55 years old,London +8 more,
Reliance Smart,4.3,446 Reviews,Retail,5k-10k Employees,Public,18 years old,Mumbai +180 more
Wipro PARI,3.6,446 Reviews,1k-5k Employees,Pune +16 more,,,
ALTEN,3.8,446 Reviews,IT Services & Consulting,5k-10k Employees,36 years old,Chennai +15 more,
Schindler Group,3.8,446 Reviews,Industrial Machinery,1k-5k Employees,27 years old,Chennai +48 more,
London Stock Exchange Group,4.1,445 Reviews,Financial Services,5k-10k Employees,326 years old,Bangalore / Bengaluru +8 more,
Utility Powertech,4.0,445 Reviews,Power,1k-5k Employees,29 years old,Chennai +86 more,
Varun Motors,4.1,445 Reviews,Automobile,1k-5k Employees,31 years old,Chennai +35 more,
eMids Technologies,3.7,445 Reviews,IT Services & Consulting,1k-5k Employees,25 years old,Franklin +5 more,
Central Public Works Department,4.4,444 Reviews,Government,5k-10k Employees,170 years old,Delhi/NCR +109 more,
Levi Strauss & Co.,4.5,444 Reviews,Fashion & Textile,1k-5k Employees,Public,171 years old,San Francisco +70 more
Metriqe Solutions,4.3,444 Reviews,BPO,201-500 Employees,17 years old,Irving +2 more,
Lear Corporation,4.1,443 Reviews,Auto Components,1k-5k Employees,Public,107 years old,Southfield +16 more
Centaur Pharmaceuticals,3.6,443 Reviews,Pharma,1k-5k Employees,46 years old,Mumbai +48 more,
Shriram Automall,4.0,443 Reviews,Automobile,1k-5k Employees,13 years old,Delhi/NCR +95 more,
Fiem Industries,3.8,443 Reviews,Auto Components,501-1k Employees,Public,35 years old,New Delhi +22 more
Eicher Motors,4.2,443 Reviews,Automobile,5k-10k Employees,Public,42 years old,Gurgaon +82 more
Khazana Jewellery,3.9,443 Reviews,Jewellery,501-1k Employees,35 years old,Chennai +50 more,
Rockwell Automation,4.1,443 Reviews,Industrial Automation,1k-5k Employees,Forbes Global 2000,121 years old,Milwaukee +19 more
BDO India LLP,3.7,443 Reviews,Accounting & Auditing,5k-10k Employees,51 years old,New Delhi +25 more,
Suma Soft,3.9,442 Reviews,IT Services & Consulting,1k-5k Employees,24 years old,Pune +8 more,
Amber Enterprises India,3.9,442 Reviews,Consumer Electronics & Appliances,1k-5k Employees,Public,34 years old,Mumbai +30 more
BSH Home Appliances Group,4.1,442 Reviews,Consumer Electronics & Appliances,1k-5k Employees,57 years old,Munich +40 more,
Offshore Infrastructures,4.1,441 Reviews,Engineering & Construction,1k-5k Employees,29 years old,Mumbai +41 more,
Foray Software,3.6,441 Reviews,IT Services & Consulting,501-1k Employees,13 years old,Hyderabad/Secunderabad +17 more,
Magneti Marelli Motherson Auto System,3.7,441 Reviews,Auto Components,11-50 Employees,16 years old,Pune +17 more,
GlobalData,3.6,441 Reviews,Analytics & KPO,1k-5k Employees,40 years old,London +9 more,
Hetero Healthcare,3.6,441 Reviews,Pharma,1k-5k Employees,18 years old,Hyderabad/Secunderabad +57 more,
Tekwissen,4.8,440 Reviews,IT Services & Consulting,201-500 Employees,15 years old,Ann Arbor +4 more,
The Times of India,3.9,440 Reviews,Media & Entertainment,1k-5k Employees,186 years old,New Delhi +48 more,
IL&FS Engineering and Construction,4.6,440 Reviews,Engineering & Construction,1k-5k Employees,Public,36 years old,Hyderabad/Secunderabad +47 more
Kidzee,4.2,439 Reviews,EdTech,1k-5k Employees,21 years old,Ernakulam +105 more,
Ministry of Defence,4.5,439 Reviews,Government,1 Lakh+ Employees,Central,77 years old,Delhi/NCR +65 more
Ramboll,4.3,439 Reviews,Engineering & Construction,1k-5k Employees,79 years old,Copenhagen +27 more,
Stock Holding Corporation of India,3.6,438 Reviews,Financial Services,201-500 Employees,Public,38 years old,Mumbai +94 more
LanceSoft,3.2,438 Reviews,Recruitment,1k-5k Employees,24 years old,Herndon +22 more,
Satya MicroCapital,3.9,438 Reviews,Financial Services,1k-5k Employees,Public,8 years old,Delhi +118 more
NTT,4.1,438 Reviews,IT Services & Consulting,10k-50k Employees,18 years old,London +38 more,
VRL Logistics,3.9,438 Reviews,Logistics,10k-50k Employees,Public,41 years old,Hubballi +86 more
Colt Technology Services,4.4,437 Reviews,Hardware & Networking,1k-5k Employees,32 years old,London +10 more,
Orient Craft,3.7,437 Reviews,Fashion & Textile,1k-5k Employees,48 years old,Gurgaon/Gurugram +12 more,
Nihilent,3.6,437 Reviews,IT Services & Consulting,1k-5k Employees,24 years old,Pune +5 more,
Ziqitza Health Care,4.1,437 Reviews,Healthcare,5k-10k Employees,Public,19 years old,Mumbai +49 more
Ameriprise Financial,3.8,437 Reviews,Financial Services,1k-5k Employees,Forbes Global 2000,130 years old,Minneapolis +11 more
Tracxn,3.2,437 Reviews,Internet,501-1k Employees,Startup,11 years old,Bangalore +7 more
VDart,4.5,436 Reviews,IT Services & Consulting,201-500 Employees,17 years old,Alpharetta +2 more,
NecLife,3.7,436 Reviews,Pharma,1k-5k Employees,Public,29 years old,Chandigarh +18 more
Quislex Legal Services,3.9,436 Reviews,Legal,501-1k Employees,20 years old,New York +4 more,
Vaaman Engineers,3.9,436 Reviews,Engineering & Construction,1k-5k Employees,34 years old,Mumbai +30 more,
Amul India,4.2,436 Reviews,Food Processing,1k-5k Employees (Global),51 years old,Anand +112 more,
Licious,4.0,436 Reviews,Internet,1k-5k Employees,Indian Unicorn,9 years old,Bangalore +32 more
Sintex-bapl,3.8,435 Reviews,Petrochemicals,501-1k Employees,Public,17 years old,Pune +54 more
Becton Dickinson,4.1,435 Reviews,Medical Equipment,201-500 Employees,Forbes Global 2000,23 years old,Franklin Lakes +31 more
Technip Energies,4.1,435 Reviews,Engineering & Construction,1k-5k Employees,66 years old,Paris +28 more,
Bristlecone,3.7,435 Reviews,IT Services & Consulting,1k-5k Employees,26 years old,Pune +11 more,
Infor Global Solution,4.1,435 Reviews,Software Product,1k-5k Employees,22 years old,New York +7 more,
Ather Energy,4.1,434 Reviews,Automobile,1k-5k Employees,Startup,11 years old,Bangalore +38 more
NBTC GROUP,3.5,434 Reviews,Oil & Gas,501-1k Employees,47 years old,Al Ahmadi +25 more,
Recpdcl.ltd,4.0,434 Reviews,Facility Management Services,1k-5k Employees,Central,17 years old,Noida +63 more
CompuCom,4.1,434 Reviews,IT Services & Consulting,1k-5k Employees,37 years old,Fort Mill +7 more,
Pyramid IT Consulting,3.2,434 Reviews,Recruitment,1k-5k Employees,28 years old,Atlanta +22 more,
Prama Hikvision India,3.6,434 Reviews,Electronics Manufacturing,201-500 Employees,15 years old,Hangzhou +41 more,
Royaloak Incorporation,3.9,434 Reviews,Furniture & Furnishing,501-1k Employees,22 years old,Bangalore/Bengaluru +31 more,
Vikram Solar,3.9,433 Reviews,Power,1k-5k Employees,18 years old,Kolkata +29 more,
Talentpro,4.1,433 Reviews,Recruitment,501-1k Employees,24 years old,Chennai +96 more,
Shriram Housing Finance,3.9,432 Reviews,Financial Services,501-1k Employees,Public,14 years old,Mumbai +111 more
Praj Industries,4.2,432 Reviews,Biotechnology,1k-5k Employees,Public,41 years old,Pune +20 more
BharatMatrimony.com,3.9,432 Reviews,Internet,1k-5k Employees (Global),27 years old,Chennai +30 more,
BharatMatrimony.com,3.9,432 Reviews,Internet,1k-5k Employees (Global),27 years old,Chennai +30 more,
Go First,3.6,431 Reviews,Aviation,1k-5k Employees,Public,19 years old,Mumbai +33 more
